Localité;;"T02M3RE [°C]";"T02M3RE [%HR]"
"Groupe de points de mesure";;;
Zone;;;
"Limite inférieure";;15,0;15,0
16/08/2022;13:45:00;23,7;58,1
16/08/2022;14:00:00;23,8;58,5
16/08/2022;14:15:00;23,9;59,0
16/08/2022;14:30:00;23,9;59,6
16/08/2022;14:45:00;23,8;58,5
16/08/2022;15:00:00;23,8;57,8
16/08/2022;15:15:00;23,8;57,7
16/08/2022;15:30:00;23,7;56,8
16/08/2022;15:45:00;23,7;56,6
16/08/2022;16:00:00;23,7;56,2
16/08/2022;16:15:00;23,7;55,6
16/08/2022;16:30:00;23,7;55,6
16/08/2022;16:45:00;23,6;55,0
16/08/2022;17:00:00;23,6;54,5
16/08/2022;17:15:00;23,5;54,3
16/08/2022;17:30:00;23,7;56,3
16/08/2022;17:45:00;23,8;57,1
16/08/2022;18:00:00;23,8;57,7
16/08/2022;18:15:00;23,9;58,3
16/08/2022;18:30:00;23,9;58,7
16/08/2022;18:45:00;23,9;59,0
16/08/2022;19:00:00;23,9;59,3
16/08/2022;19:15:00;24,0;59,6
16/08/2022;19:30:00;24,0;59,8
16/08/2022;19:45:00;24,0;60,1
16/08/2022;20:00:00;24,0;60,3
16/08/2022;20:15:00;24,0;60,5
16/08/2022;20:30:00;24,0;60,6
16/08/2022;20:45:00;24,0;60,8
16/08/2022;21:00:00;24,1;60,9
16/08/2022;21:15:00;24,1;61,1
16/08/2022;21:30:00;24,1;61,3
16/08/2022;21:45:00;24,1;61,4
16/08/2022;22:00:00;24,1;61,5
16/08/2022;22:15:00;24,1;61,5
16/08/2022;22:30:00;24,1;61,7
16/08/2022;22:45:00;24,1;61,7
16/08/2022;23:00:00;24,1;61,8
16/08/2022;23:15:00;24,1;61,9
16/08/2022;23:30:00;24,1;62,0
